Dry White,Vegetables,1,,,,,,,,,,
Dry White,Roasted Vegetables,1,,,,,,,,,,
Dry White,Starches,1,,,,,,,,,,
Dry White,Fish,1,,,,,,,,,,
Sweet White,Soft Cheese,1,,,,,,,,,,
Sweet White,Hard Cheese,1,,,,,,,,,,
Sweet White,Cured Meat,1,,,,,,,,,,
Sweet White,Sweets,1,,,,,,,,,,
Rich White,Soft Cheese,1,,,,,,,,,,
Rich White,Starches,1,,,,,,,,,,
Rich White,Fish,1,,,,,,,,,,
Rich White,Rich Fish,1,,,,,,,,,,
Rich White,White Meat,1,,,,,,,,,,
Sparkling,Vegetables,1,,,,,,,,,,
Sparkling,Soft Cheese,1,,,,,,,,,,
Sparkling,Hard Cheese,1,,,,,,,,,,
Sparkling,Starches,1,,,,,,,,,,
Sparkling,Fish,1,,,,,,,,,,
Light Red,Roasted Vegetables,1,,,,,,,,,,
Light Red,Starches,1,,,,,,,,,,
Light Red,Rich Fish,1,,,,,,,,,,
Light Red,White Meat,1,,,,,,,,,,
Light Red,Cured Meat,1,,,,,,,,,,
Medium Red,Roasted Vegetables,1,,,,,,,,,,
Medium Red,Hard Cheese,1,,,,,,,,,,
Medium Red,Starches,1,,,,,,,,,,
Medium Red,White Meat,1,,,,,,,,,,
Medium Red,Red Meat,1,,,,,,,,,,
Medium Red,Cured Meat,1,,,,,,,,,,
Bold Red,Hard Cheese,1,,,,,,,,,,
Bold Red,Starches,1,,,,,,,,,,
Bold Red,Red Meat,1,,,,,,,,,,
Bold Red,Cured Meat,1,,,,,,,,,,
Dessert,Soft Cheese,1,,,,,,,,,,
Dessert,Starches,1,,,,,,,,,,
Dessert,Cured Meat,1,,,,,,,,,,
Dessert,Sweets,1,,,,,,,,,,
